:START_ID,:END_ID,relation,:TYPE
syndrome_id_231,symptom_id_2406,has_symptom,symptom
syndrome_id_231,symptom_id_4690,has_symptom,symptom
syndrome_id_231,symptom_id_864,has_symptom,symptom
syndrome_id_231,symptom_id_862,has_symptom,symptom
syndrome_id_231,symptom_id_551,has_symptom,symptom
syndrome_id_231,symptom_id_2308,has_symptom,symptom
syndrome_id_231,symptom_id_2714,has_symptom,symptom
syndrome_id_255,symptom_id_2397,has_symptom,symptom
syndrome_id_255,symptom_id_2405,has_symptom,symptom
syndrome_id_255,symptom_id_2864,has_symptom,symptom
syndrome_id_255,symptom_id_2859,has_symptom,symptom
syndrome_id_255,symptom_id_2861,has_symptom,symptom
syndrome_id_255,symptom_id_2852,has_symptom,symptom
syndrome_id_255,symptom_id_1187,has_symptom,symptom
syndrome_id_255,symptom_id_4751,has_symptom,symptom
syndrome_id_255,symptom_id_2406,has_symptom,symptom
syndrome_id_255,symptom_id_480,has_symptom,symptom
syndrome_id_663,symptom_id_4248,has_symptom,symptom
syndrome_id_663,symptom_id_451,has_symptom,symptom
syndrome_id_663,symptom_id_398,has_symptom,symptom
syndrome_id_643,symptom_id_480,has_symptom,symptom
syndrome_id_643,symptom_id_4414,has_symptom,symptom
syndrome_id_643,symptom_id_334,has_symptom,symptom
syndrome_id_643,symptom_id_1596,has_symptom,symptom
syndrome_id_643,symptom_id_1354,has_symptom,symptom
syndrome_id_75,symptom_id_2142,has_symptom,symptom
syndrome_id_75,symptom_id_742,has_symptom,symptom
syndrome_id_75,symptom_id_2119,has_symptom,symptom
syndrome_id_75,symptom_id_1540,has_symptom,symptom
syndrome_id_75,symptom_id_1596,has_symptom,symptom
syndrome_id_75,symptom_id_2563,has_symptom,symptom
syndrome_id_75,symptom_id_2589,has_symptom,symptom
syndrome_id_568,symptom_id_3859,has_symptom,symptom
syndrome_id_568,symptom_id_3865,has_symptom,symptom
syndrome_id_568,symptom_id_4599,has_symptom,symptom
syndrome_id_568,symptom_id_930,has_symptom,symptom
syndrome_id_568,symptom_id_270,has_symptom,symptom
syndrome_id_568,symptom_id_3023,has_symptom,symptom
syndrome_id_568,symptom_id_976,has_symptom,symptom
syndrome_id_523,symptom_id_1566,has_symptom,symptom
syndrome_id_523,symptom_id_930,has_symptom,symptom
syndrome_id_523,symptom_id_688,has_symptom,symptom
syndrome_id_523,symptom_id_686,has_symptom,symptom
syndrome_id_523,symptom_id_657,has_symptom,symptom
syndrome_id_523,symptom_id_2188,has_symptom,symptom
syndrome_id_523,symptom_id_1169,has_symptom,symptom
syndrome_id_523,symptom_id_4599,has_symptom,symptom
syndrome_id_523,symptom_id_274,has_symptom,symptom
syndrome_id_80,symptom_id_480,has_symptom,symptom
syndrome_id_80,symptom_id_2406,has_symptom,symptom
syndrome_id_80,symptom_id_720,has_symptom,symptom
syndrome_id_80,symptom_id_1506,has_symptom,symptom
syndrome_id_80,symptom_id_742,has_symptom,symptom
syndrome_id_80,symptom_id_551,has_symptom,symptom
syndrome_id_80,symptom_id_3834,has_symptom,symptom
syndrome_id_80,symptom_id_2982,has_symptom,symptom
syndrome_id_80,symptom_id_1286,has_symptom,symptom
syndrome_id_80,symptom_id_3859,has_symptom,symptom
syndrome_id_80,symptom_id_2102,has_symptom,symptom
syndrome_id_81,symptom_id_480,has_symptom,symptom
syndrome_id_81,symptom_id_2406,has_symptom,symptom
syndrome_id_81,symptom_id_720,has_symptom,symptom
syndrome_id_81,symptom_id_4248,has_symptom,symptom
syndrome_id_81,symptom_id_4244,has_symptom,symptom
syndrome_id_81,symptom_id_1187,has_symptom,symptom
syndrome_id_74,symptom_id_479,has_symptom,symptom
syndrome_id_74,symptom_id_398,has_symptom,symptom
syndrome_id_74,symptom_id_1286,has_symptom,symptom
syndrome_id_74,symptom_id_2247,has_symptom,symptom
syndrome_id_74,symptom_id_688,has_symptom,symptom
syndrome_id_656,symptom_id_480,has_symptom,symptom
syndrome_id_656,symptom_id_2406,has_symptom,symptom
syndrome_id_656,symptom_id_4495,has_symptom,symptom
syndrome_id_656,symptom_id_688,has_symptom,symptom
syndrome_id_656,symptom_id_686,has_symptom,symptom
syndrome_id_656,symptom_id_720,has_symptom,symptom
syndrome_id_656,symptom_id_4248,has_symptom,symptom
syndrome_id_656,symptom_id_4499,has_symptom,symptom
syndrome_id_711,symptom_id_1543,has_symptom,symptom
syndrome_id_711,symptom_id_742,has_symptom,symptom
syndrome_id_711,symptom_id_2585,has_symptom,symptom
syndrome_id_711,symptom_id_775,has_symptom,symptom
syndrome_id_711,symptom_id_4763,has_symptom,symptom
syndrome_id_711,symptom_id_535,has_symptom,symptom
syndrome_id_711,symptom_id_896,has_symptom,symptom
syndrome_id_711,symptom_id_4777,has_symptom,symptom
syndrome_id_711,symptom_id_2317,has_symptom,symptom
syndrome_id_670,symptom_id_399,has_symptom,symptom
syndrome_id_670,symptom_id_1659,has_symptom,symptom
syndrome_id_670,symptom_id_1293,has_symptom,symptom
syndrome_id_670,symptom_id_972,has_symptom,symptom
syndrome_id_667,symptom_id_3614,has_symptom,symptom
syndrome_id_667,symptom_id_2422,has_symptom,symptom
syndrome_id_667,symptom_id_1286,has_symptom,symptom
syndrome_id_667,symptom_id_1586,has_symptom,symptom
syndrome_id_667,symptom_id_241,has_symptom,symptom
syndrome_id_667,symptom_id_961,has_symptom,symptom
syndrome_id_667,symptom_id_3845,has_symptom,symptom
syndrome_id_105,symptom_id_1586,has_symptom,symptom
syndrome_id_105,symptom_id_1746,has_symptom,symptom
syndrome_id_105,symptom_id_2655,has_symptom,symptom
syndrome_id_105,symptom_id_445,has_symptom,symptom
syndrome_id_105,symptom_id_3528,has_symptom,symptom
syndrome_id_105,symptom_id_2560,has_symptom,symptom
syndrome_id_105,symptom_id_2218,has_symptom,symptom
syndrome_id_76,symptom_id_1586,has_symptom,symptom
syndrome_id_76,symptom_id_3852,has_symptom,symptom
syndrome_id_76,symptom_id_75,has_symptom,symptom
syndrome_id_76,symptom_id_961,has_symptom,symptom
syndrome_id_76,symptom_id_1599,has_symptom,symptom
syndrome_id_214,symptom_id_1586,has_symptom,symptom
syndrome_id_214,symptom_id_882,has_symptom,symptom
syndrome_id_214,symptom_id_2089,has_symptom,symptom
